port,top_slack,tile_slack,slack_delta,driver_slack,receiver_slack,delay_split,available_time,driver_delay,receiver_delay,driver_efo,receiver_efo,efo_delta,route_ratio
p1366,40.799721,53.584309,12.78,27.792839,25.79147,0.4218,194.160889,62.111786,85.126465,6.32,2.22,4.1,0.25
p1367,37.652851,50.300541,12.65,27.043785,23.256756,0.4147,195.501251,62.870605,88.717834,7.04,2.48,4.56,0.24
p1368,42.955177,55.968731,13.01,24.489412,31.479319,0.4503,194.929809,65.454895,79.891602,7.42,2.32,5.1,0.22
p1369,57.5569,69.393852,11.84,23.770603,45.623249,0.5041,195.345337,66.591644,65.504639,7.6,2.49,5.11,0.23
p1370,54.571056,69.097433,14.53,22.136133,46.9613,0.5079,195.296967,68.247101,66.114319,7.91,2.4,5.51,0.23
p1371,52.274082,64.098776,11.82,19.702883,44.395893,0.517,192.469604,69.379944,64.805786,8.33,2.87,5.46,0.21
p1372,47.658493,61.614889,13.96,17.545923,44.068966,0.5252,192.345001,72.799866,65.818054,8.41,2.55,5.86,0.24
p1373,53.659492,67.129245,13.47,21.358337,45.770908,0.5147,191.292237,67.913879,64.037292,6.23,2.62,3.61,0.25
p1374,50.061134,62.980722,12.92,28.982492,33.99823,0.4505,191.940124,60.912323,74.290894,6.73,2.54,4.19,0.25
p1375,44.73,60.284088,15.55,27.413879,32.870209,0.4508,192.409485,62.409912,76.044312,7.04,2.53,4.51,0.25
p1376,39.459694,52.282877,12.82,22.171192,30.111685,0.4615,193.517853,68.147247,79.517334,7.98,2.46,5.52,0.26
p1377,45.067543,58.373184,13.31,16.045849,42.327335,0.544,194.513825,83.657623,70.114075,5.61,2.34,3.27,0.26
p1378,46.88052,61.241316,14.36,18.803583,42.437733,0.5044,195.161316,71.670135,70.431458,8.77,2.48,6.29,0.25
p1379,44.853119,59.140491,14.29,18.50922,40.631271,0.4927,194.192932,70.567596,72.661621,8.59,2.56,6.03,0.25
p1380,45.890423,60.355337,14.46,18.350355,42.004982,0.5012,195.196136,71.729065,71.382812,5.57,2.47,3.1,0.3
p1381,45.47633,55.865406,10.39,26.19099,29.674416,0.4766,194.650696,74.684082,82.019958,7.24,2.56,4.68,0.29
p1382,47.991093,62.702003,14.71,31.061077,31.640926,0.464,194.652466,69.40387,80.185059,8.75,2.42,6.33,0.25
p1383,52.580299,66.383068,13.8,23.941151,42.441917,0.4829,195.245269,66.100647,70.772583,7.27,2.7,4.57,0.25
p1384,15.084682,4.098799,10.99,-2.952986,7.051785,0.2725,181.194549,46.224701,123.418335,1.74,3.4,1.66,0.22
p1385,40.151775,50.239438,10.09,11.342027,38.897411,0.5048,184.960266,71.247864,69.901489,5.62,1.66,3.96,0.43
p1386,68.055733,55.199435,12.86,27.672951,27.526484,0.5373,210.908264,76.29068,65.6922,7.76,9.04,1.28,0.2
p1387,66.722992,52.27445,14.45,32.603218,19.671232,0.5773,205.201294,72.873138,53.362366,3.49,2.71,0.78,0.36
p1388,54.296669,41.814696,12.48,35.675346,6.13935,0.5672,187.19577,75.009033,57.239868,8.29,3.6,4.69,0.25
p1389,-3.564013,8.029415,11.59,1.704203,6.325212,0.434,191.131561,80.605865,105.102051,2.97,3.59,0.62,0.35
p1390,37.123402,25.002936,12.12,6.442752,18.560184,0.8381,190.420257,123.807159,23.917664,3.74,4.69,0.95,0.29
p1391,37.901497,49.606996,11.71,16.83983,32.767166,0.4964,180.032623,67.670135,68.648438,3.98,2.43,1.55,0.39
p1392,52.768707,38.631011,14.14,11.788516,26.842495,0.4465,178.996185,61.130096,75.788452,11.07,4.29,6.78,0.3
p1393,5.457153,17.097799,11.64,5.953446,11.144353,0.4471,186.656982,76.354858,94.411499,3.75,4.17,0.42,0.33
p1394,35.866997,24.310602,11.56,12.662121,11.648481,0.8181,184.419495,116.461426,25.892273,5.53,4.85,0.68,0.36
p1395,38.306362,23.748401,14.56,19.36739,4.381011,0.5324,188.214417,81.182892,71.289001,6.12,4.04,2.08,0.22
p1396,47.456924,25.745632,21.71,18.635258,7.110374,0.5489,188.155121,81.855652,67.263489,5.53,3.73,1.8,0.27
p1397,39.689625,18.162773,21.53,14.848654,3.314119,0.5431,188.155121,85.642273,72.035645,5.01,4.4,0.61,0.24
p1398,21.885027,36.727788,14.84,23.479975,13.247813,0.5215,188.334777,77.056458,70.692749,3.93,4.91,0.98,0.25
p1399,68.057373,55.15322,12.9,50.728458,4.424762,0.7276,199.427643,89.081024,33.344055,3.53,1.66,1.87,0.3
p1400,67.518875,55.492407,12.03,8.604654,46.887753,0.6341,196.527893,79.978577,46.157837,2.55,1.75,0.8,0.25
p1401,73.512871,59.587549,13.93,11.874391,47.713158,0.6107,196.593902,71.253571,45.424927,4.18,1.55,2.63,0.25
p1402,84.874565,61.062458,23.81,12.771252,48.291206,0.6116,196.627015,70.382446,44.694153,3.11,1.52,1.59,0.28
p1403,70.345863,57.297439,13.05,9.993877,47.303562,0.6134,196.369812,72.365204,45.615112,4.83,1.67,3.16,0.27
p1404,72.750137,57.365685,15.38,10.60067,46.765015,0.6083,196.483582,71.756348,46.209778,2.87,1.68,1.19,0.28
p1405,76.281662,62.831574,13.45,13.991471,48.840103,0.6074,196.348816,68.365601,44.181091,2.58,1.6,0.98,0.26
p1406,78.739235,56.22637,22.51,11.751722,44.474648,0.5969,195.866699,70.838898,47.84198,4.92,1.77,3.15,0.27
p1407,72.681503,60.941994,11.74,19.365376,41.576618,0.5534,196.384094,63.060913,50.898987,3.9,1.6,2.3,0.24
p1408,69.913315,56.665069,13.25,17.824104,38.840965,0.5476,196.104553,64.768372,53.509583,2.43,1.81,0.62,0.23
p1409,78.892876,56.601246,22.29,16.40609,40.195156,0.5588,196.575043,66.054626,52.15448,4.94,1.62,3.32,0.24
p1410,75.734917,51.473596,24.26,11.314901,40.158695,0.5792,196.049408,71.491364,51.939453,3.41,1.76,1.65,0.24
p1411,70.415245,57.476456,12.94,12.175198,45.301258,0.6042,196.775208,71.051971,46.539307,2.82,1.73,1.09,0.27
p1412,78.071289,58.402279,19.67,13.608315,44.793964,0.596,196.591034,69.138489,46.873291,2.52,1.59,0.93,0.28
p1413,76.20282,58.898641,17.3,14.342271,44.55637,0.5928,196.941131,68.631104,47.142029,3.09,1.74,1.35,0.25
p1414,73.119926,61.048585,12.07,14.339116,46.709469,0.6285,196.841003,75.988251,44.925354,3.49,1.6,1.89,0.27
p1415,80.481697,58.841491,21.64,19.785686,39.055805,0.5476,196.661865,63.781433,52.700378,3.31,1.75,1.56,0.23
p1416,71.177559,53.690499,17.49,16.679646,37.010853,0.5461,195.781647,66.039978,54.901184,2.86,1.63,1.23,0.24
p1417,78.334167,61.197705,17.14,20.127377,41.070328,0.5514,196.342132,62.878815,51.157715,3.27,1.46,1.81,0.23
p1418,83.371948,62.216572,21.16,15.659386,46.557186,0.5951,195.401886,66.576599,45.300537,4.95,1.62,3.33,0.27
p1419,84.757805,63.692852,21.06,17.812111,45.880741,0.5792,195.728211,63.825562,46.375183,4.29,1.67,2.62,0.26
p1420,84.350815,59.12393,25.23,12.742369,46.381561,0.5996,195.256318,67.995087,45.4151,2.93,1.71,1.22,0.26
p1421,81.137779,61.675026,19.46,13.511471,48.163555,0.6064,194.795105,67.516846,43.818604,2.74,1.62,1.12,0.25
p1422,79.868698,57.593147,22.28,12.780071,44.813076,0.5864,195.432281,67.533722,47.623169,4.41,1.91,2.5,0.25
p1423,86.587242,60.869661,25.72,15.289602,45.580059,0.5801,195.829285,65.245026,47.220825,4.74,1.74,3,0.26
p1424,87.631538,61.820391,25.81,15.129793,46.690598,0.5936,194.831696,65.264862,44.680847,2.44,1.64,0.8,0.24
p1425,81.31266,57.063606,24.25,15.365341,41.698265,0.5593,196.456177,64.944977,51.183411,2.86,1.77,1.09,0.21
p1426,69.010902,55.550881,13.46,17.104607,38.446274,0.5602,196.824279,69.56073,54.602783,3.93,1.82,2.11,0.22
p1427,76.804604,55.049761,21.75,16.092386,38.957375,0.5665,196.993622,70.598633,54.02301,3.8,1.86,1.94,0.21
p1428,73.546211,57.433249,16.11,15.818827,41.614422,0.5797,197.171722,70.809387,51.345947,2.47,1.73,0.74,0.21
p1429,85.257408,64.211334,21.05,17.172176,47.039158,0.6105,195.58252,69.399017,44.272705,6.45,1.61,4.84,0.25
p1430,87.7873,72.995649,14.79,27.345243,45.650406,0.5669,195.895325,59.760162,45.649719,3.7,1.77,1.93,0.28
p1431,88.456894,61.593444,26.86,15.050979,46.542465,0.6185,195.60849,72.431213,44.683533,6.79,1.59,5.2,0.25
p1432,82.453918,60.282131,22.17,15.519279,44.762852,0.6091,195.785369,72.370575,46.444885,5.98,1.85,4.13,0.26
p1433,70.351891,58.115853,12.24,21.060059,37.055794,0.5569,195.31131,67.299164,53.547363,7.42,2.25,5.17,0.21
p1434,63.516006,52.75503,10.76,17.691515,35.063515,0.5606,194.832763,70.913147,55.574524,4.03,2.38,1.65,0.24
p1435,82.6978,65.164301,17.53,20.856245,44.308056,0.5929,194.182556,68.163849,46.807373,6.56,1.77,4.79,0.25
p1436,78.269836,59.472317,18.8,18.905827,40.56649,0.5815,194.003388,70.234863,50.547607,6.04,2.06,3.98,0.26
p1437,67.537895,56.439157,11.1,17.877214,38.561943,0.5759,195.209137,71.386963,52.559875,6.81,2.18,4.63,0.28
p1438,62.027393,50.435997,11.59,12.448799,37.987198,0.5881,193.612885,75.458618,52.857239,2.24,1.73,0.51,0.28
p1439,71.564888,60.000601,11.56,19.385935,40.614666,0.5765,194.51764,68.902924,50.606262,5.32,2.01,3.31,0.27
p1440,72.542114,58.088537,14.45,21.65608,36.432457,0.5623,195.03534,67.236115,52.345703,5.08,2.02,3.06,0.3
p1441,64.767715,49.526215,15.24,16.337048,33.189167,0.5554,195.039429,71.67746,57.36676,5.51,2.93,2.58,0.29
p1442,71.618935,60.920811,10.7,21.334393,39.586418,0.5637,194.998748,66.680756,51.602783,5.23,1.73,3.5,0.23
p1443,66.597984,55.996111,10.6,18.099241,37.89687,0.5548,190.704773,66.436096,53.307312,4,1.82,2.18,0.25
p1444,70.275047,59.49357,10.78,17.327402,42.166168,0.5873,190.976837,70.539703,49.558594,4.09,1.41,2.68,0.23
p1445,70.692711,55.127831,15.56,12.40477,42.723061,0.6077,190.250549,74.792511,48.286743,3.85,1.67,2.18,0.28
p1446,75.552902,58.808849,16.74,18.042984,40.765865,0.5927,190.645111,72.713593,49.973206,7.18,2.17,5.01,0.27
p1447,64.760086,54.566904,10.19,15.542738,39.024166,0.5873,186.657959,68.748413,48.304321,5.43,1.72,3.71,0.29
p1448,62.236893,51.827629,10.41,19.566906,32.260723,0.5564,196.526459,70.296875,56.040894,6.31,1.79,4.52,0.26
p1449,55.044598,39.954924,15.09,8.461979,31.492945,0.5901,191.887634,80.432556,55.872253,3.53,2.02,1.51,0.28
p1450,64.383308,47.755815,16.63,10.930601,36.825214,0.612,192.565094,79.607941,50.461365,2.89,1.81,1.08,0.27
p1451,55.098122,44.397558,10.7,16.803028,27.59453,0.5412,196.064758,71.070374,60.259644,4.1,2.25,1.85,0.3
p1452,53.956276,43.284334,10.67,16.081091,27.203243,0.5542,195.310364,71.648346,57.623413,5.21,1.83,3.38,0.27
p1453,66.381027,53.052682,13.33,15.668286,37.384396,0.5557,194.239502,67.739685,54.163879,4.97,2.28,2.69,0.32
p1454,63.01305,51.081129,11.93,15.708651,35.372478,0.5484,193.88031,68.984711,56.796631,3.93,2.04,1.89,0.31
p1455,65.646248,49.023374,16.62,14.729429,34.293945,0.5475,193.995972,69.860596,57.741028,3.79,1.85,1.94,0.3
p1456,58.768951,39.06263,19.71,8.158144,30.904486,0.5654,194.306121,76.399017,58.731995,2.31,1.75,0.56,0.32
p1457,49.178509,69.960207,20.78,27.643427,42.31678,0.4777,200.323456,60.127991,65.754822,4.21,4.7,0.49,0.39
p1458,46.981628,60.709328,13.73,6.369156,54.340172,0.4369,200.186187,60.528198,78.025024,5.51,6.26,0.75,0.34
p1459,39.448318,10.435106,29.01,-2.797882,13.232988,0.457,212.576843,31.304504,37.192505,3,4.83,1.83,0.4
p1460,28.114555,7.000939,21.11,-6.591253,13.592192,0.4524,212.948578,33.751892,40.861267,3.09,3.12,0.03,0.39
p1461,41.651657,10.204317,31.45,-4.897001,15.101318,0.4519,213.322327,32.403259,39.298645,3.01,3.18,0.17,0.38
p1462,23.912632,3.741626,20.17,-6.761903,10.503529,0.437,212.911956,33.89856,43.672302,2.87,4.05,1.18,0.38
p1463,44.674881,6.419642,38.26,-2.123566,8.543208,0.4071,213.517914,29.437988,42.880249,3.31,3.62,0.31,0.35
p1464,41.143227,8.294719,32.85,-3.698835,11.993554,0.4393,213.518463,30.795959,39.299622,3.44,2.82,0.62,0.37
p1465,43.172176,11.464508,31.71,-4.290658,15.755166,0.5206,210.679626,37.547363,34.582092,3.36,2.61,0.75,0.3
p1466,41.84214,14.038216,27.8,-4.378477,18.416693,0.5434,211.155914,38.06543,31.989563,3.43,2.58,0.85,0.32
p1467,30.653749,6.243239,24.41,-10.707979,16.951218,0.5579,215.65738,44.271606,35.081665,3.55,2.95,0.6,0.33
p1468,50.374607,17.035008,33.34,-3.54697,20.581978,0.5467,213.738495,37.757019,31.311951,3.4,2.51,0.89,0.31
p1469,20.708406,9.805151,10.9,-11.147646,20.952797,0.5957,214.156372,45.513611,30.89624,3.32,2.47,0.85,0.36
p1470,32.925789,12.118604,20.81,-8.583838,20.702442,0.5614,216.362092,42.778015,33.422913,3.44,4.03,0.59,0.34
p1471,42.27449,14.456671,27.82,-7.51687,21.973541,0.5835,214.069306,41.828979,29.860168,3.55,1.99,1.56,0.33
p1472,31.733284,13.926314,17.81,-7.949226,21.87554,0.59,213.201843,43.120422,29.969543,3.67,2.29,1.38,0.33
p1473,43.854149,15.317931,28.54,-6.6118,21.929731,0.5779,214.089539,41.062561,29.98761,3.73,2.15,1.58,0.32
p1474,35.248791,11.660393,23.59,-8.675056,20.335449,0.583,213.58255,43.931274,31.424072,3.87,2.47,1.4,0.33
p1475,32.535149,10.825045,21.71,-8.377752,19.202797,0.5811,211.991516,43.610718,31.440796,3.89,2.46,1.43,0.33
p1476,37.757236,14.03435,23.72,-6.711683,20.746033,0.6142,211.915985,47.537842,29.858704,2.72,2.57,0.15,0.32
p1477,49.634338,18.596074,31.04,1.130238,17.465836,0.5005,210.857025,36.206665,36.133301,2.75,2.77,0.02,0.29
p1478,48.149723,19.141254,29.01,-1.024105,20.165359,0.5668,210.398499,38.852783,29.690552,3.21,2.07,1.14,0.32
p1479,50.83065,21.034254,29.8,0.001139,21.033115,0.5963,203.973999,44.697754,30.262268,3.36,2.38,0.98,0.33
p1480,61.539009,26.715784,34.82,3.413587,23.302197,0.5875,204.155671,40.293945,28.296875,3.18,2.06,1.12,0.34
p1481,52.84457,23.310842,29.53,1.706214,21.604628,0.5664,206.67929,43.243103,33.099365,3.36,4.11,0.75,0.33
p1482,49.621239,20.557009,29.06,-1.452379,22.009388,0.591,206.708648,45.707764,31.632446,3.27,3.52,0.25,0.37
p1483,52.73114,19.274651,33.46,-3.872303,23.146954,0.6165,205.196655,47.102417,29.299561,3.42,2.07,1.35,0.35
p1484,60.587372,26.171469,34.42,3.194886,22.976583,0.5751,207.069305,41.278748,30.493225,3.31,3.04,0.27,0.34
p1485,62.369579,27.099629,35.27,3.95526,23.144369,0.5736,205.81543,40.513489,30.112427,3.39,2.96,0.43,0.33
p1486,66.210838,26.735965,39.47,5.459539,21.276426,0.5539,206.052002,38.470276,30.987917,3.31,2.95,0.36,0.33
p1487,54.072113,24.123263,29.95,3.211423,20.91184,0.5566,205.461975,40.864136,32.554565,3.29,3.87,0.58,0.33
p1488,63.991013,25.444477,38.55,5.497557,19.94692,0.5535,206.095185,39.92981,32.207703,3.13,2.81,0.32,0.35
p1489,50.587177,18.955164,31.63,-1.806972,20.762136,0.5897,205.836639,46.634521,32.44104,3.45,3.62,0.17,0.37
p1490,64.753716,25.419388,39.33,5.023794,20.395594,0.5585,206.086548,40.280823,31.8479,2.81,3.36,0.55,0.36
p1491,58.010452,22.735282,35.28,2.405711,20.329571,0.5652,206.231781,42.931396,33.022522,3.38,3.64,0.26,0.34
p1492,57.683445,23.604486,34.08,3.335588,20.268898,0.5686,206.124756,41.870789,31.768188,3.01,3.17,0.16,0.37
p1493,47.336296,18.181555,29.15,-0.06652,18.248075,0.5802,204.093902,45.866821,33.186707,3.05,3.89,0.84,0.38
p1494,49.651005,17.797437,31.85,-1.845832,19.643269,0.6056,203.941742,47.268738,30.789854,3.35,2.97,0.38,0.38
p1495,43.31958,17.115567,26.2,-1.591495,18.707062,0.593,203.802002,47.738037,32.763794,3.5,3.76,0.26,0.37
p1496,51.761295,19.691516,32.07,1.585492,18.106024,0.5833,203.691528,44.815552,32.021851,3.12,3.57,0.45,0.38
p1497,65.585037,27.17139,38.41,8.151452,19.019938,0.5322,204.879699,38.513123,33.852844,2.91,4.01,1.1,0.33
p1498,46.982494,18.996164,27.99,-2.127915,21.124079,0.6163,204.812103,49.079712,30.561523,3.29,2.91,0.38,0.39
p1499,44.048717,17.916517,26.13,-1.803702,19.720219,0.5963,204.785125,48.7901,33.037048,3.49,2.79,0.7,0.4
p1500,66.069061,28.798389,37.27,8.896392,19.901997,0.5513,204.70758,39.045044,31.774902,2.84,3.01,0.17,0.35
p1501,56.851036,27.094216,29.76,5.090371,22.003845,0.594,203.969879,43.054016,29.429688,3.17,2.02,1.15,0.35
p1502,49.412872,19.941387,29.47,-0.910689,20.852076,0.6087,205.56253,48.964661,31.481934,3.36,2.96,0.4,0.39
p1503,43.201202,17.626738,25.57,-1.363035,18.989773,0.5928,205.558227,49.828064,34.231262,3.24,3.16,0.08,0.42
p1504,46.383434,19.343509,27.04,-0.339625,19.683134,0.5986,205.841095,48.56781,32.569702,3.52,2.55,0.97,0.4
p1505,49.47266,20.845827,28.63,0.953083,19.892744,0.6048,203.799743,47.330322,30.924744,3.3,2.12,1.18,0.38
p1506,44.228626,15.893944,28.33,-3.777794,19.671738,0.6275,204.631348,51.813599,30.757019,3.78,2.39,1.39,0.38
p1507,62.71056,25.143064,37.57,5.726118,19.416946,0.553,204.820801,41.856812,33.839844,3.17,2.28,0.89,0.34
p1508,47.264587,18.666919,28.6,-1.111161,19.77808,0.6166,204.431396,49.229797,30.606812,3.61,2.26,1.35,0.39
p1509,42.738754,14.395135,28.34,-2.115104,16.510239,0.5789,207.167847,50.446045,36.695251,3.51,3.44,0.07,0.38
p1510,43.341335,14.445625,28.9,-5.677723,20.123348,0.6354,204.680267,52.666504,30.21991,3.83,2.06,1.77,0.39
p1511,50.52795,17.762939,32.77,-0.201149,17.964088,0.5956,203.801605,47.851501,32.49292,3.29,2.44,0.85,0.38
p1512,46.934444,12.705553,34.23,0.709646,11.995907,0.5556,203.188202,49.291443,39.430176,3.29,3.04,0.25,0.37
p1513,42.506706,6.561822,35.94,-4.455365,11.017187,0.5616,203.493927,51.62915,40.308655,3.52,3.56,0.04,0.37
p1514,51.626282,17.348727,34.28,-2.226823,19.57555,0.6129,205.402801,50.162903,31.687317,2.77,2.04,0.73,0.42
p1515,43.009972,14.29847,28.71,-0.569015,14.867485,0.5655,205.983551,50.24939,38.609863,3.33,3.95,0.62,0.39
p1516,58.168537,24.225764,33.94,6.590075,17.635689,0.555,202.811432,42.552673,34.112854,2.48,2.1,0.38,0.37
p1517,43.374523,14.828318,28.55,-5.507646,20.335964,0.6219,203.850159,52.930115,32.174316,3.14,2.72,0.42,0.4
p1518,39.456882,13.45918,26,-8.051291,21.510471,0.6354,203.907013,53.981628,30.973999,3.06,2.33,0.73,0.43
p1519,31.218687,12.566962,18.65,-9.598911,22.165873,0.6671,203.723419,61.265625,30.56665,3.14,2.55,0.59,0.37
p1520,27.753105,12.124478,15.63,-11.272489,23.396967,0.6871,203.732971,64.471069,29.366089,3.31,2.29,1.02,0.38
p1521,23.531536,10.446558,13.08,-8.968302,19.41486,0.6563,197.5354,62.455566,32.700745,3.13,3.78,0.65,0.38
p1522,33.896725,16.189071,17.71,-5.694283,21.883354,0.6594,197.54364,59.194214,30.570007,3.12,2.91,0.21,0.37
p1523,38.827293,18.791338,20.04,-1.73929,20.530628,0.6515,196.571259,55.726257,29.81543,3.09,2.17,0.92,0.35
p1524,31.113455,17.463317,13.65,-2.157315,19.620632,0.6681,196.55423,61.843811,30.718445,2.77,2.61,0.16,0.33
p1525,31.895889,14.885318,17.01,-5.649504,20.534822,0.6684,196.881225,60.061584,29.801453,3.4,2.49,0.91,0.36
p1526,35.54248,17.695146,17.85,-1.949082,19.644228,0.6488,196.436493,56.513672,30.594604,3.18,2.46,0.72,0.35
p1527,24.249897,10.380438,13.87,-7.693582,18.07402,0.6667,195.439941,61.871338,30.934692,3.35,2.31,1.04,0.37
p1528,39.841202,18.388627,21.45,-1.528905,19.917532,0.6546,196.561829,55.956421,29.521667,3.14,2.17,0.97,0.35
p1529,34.266609,8.568345,25.7,-5.811542,14.379887,0.6728,198.332794,60.739746,29.539551,3.22,2.71,0.51,0.37
p1530,18.710363,7.064734,11.65,-12.018516,19.08325,0.6879,196.276916,66.523438,30.186584,3.48,2.23,1.25,0.39
p1531,29.3981,16.052507,13.35,-5.182166,21.234673,0.7021,196.226684,65.899658,27.966309,2.88,1.88,1,0.36
p1532,23.879112,13.023971,10.86,-8.034136,21.058107,0.7102,196.440674,68.620911,27.997314,2.74,2.15,0.59,0.38
p1533,22.423265,8.005282,14.42,-7.635118,15.6404,0.6624,195.261596,63.270813,32.243164,3.37,2.85,0.52,0.37
p1534,31.787842,13.436373,18.35,-4.784296,18.220669,0.6695,194.851684,59.896606,29.562866,3.35,2.23,1.12,0.37
p1535,32.065327,13.181901,18.88,-1.809801,14.991702,0.66,193.73175,62.675354,32.281616,2.77,3.08,0.31,0.33
p1536,22.963894,9.259228,13.7,-9.459072,18.7183,0.6966,194.022888,65.60144,28.567383,3.4,2.12,1.28,0.39
p1537,16.125999,5.685623,10.44,-14.187691,19.873314,0.716,193.876831,70.831055,28.099792,3.51,1.84,1.67,0.41
p1538,27.739986,9.282364,18.46,-8.230322,17.512686,0.6699,193.852752,62.468872,30.77832,3.24,2.31,0.93,0.38
p1539,18.599613,7.181349,11.42,-12.932405,20.113754,0.7176,194.702148,73.359802,28.869751,2.76,2,0.76,0.4
p1540,23.231611,10.01098,13.22,-10.645962,20.656942,0.713,194.4534,70.547974,28.395081,2.8,1.97,0.83,0.38
p1541,20.621376,5.982852,14.64,-11.013431,16.996283,0.6834,193.344483,67.351318,31.202576,2.98,3.5,0.52,0.41
p1542,-1.648718,-14.640318,12.99,-26.266485,11.626167,0.7636,193.519409,86.680603,26.828064,2.92,2.4,0.52,0.44
p1543,22.575607,5.228807,17.35,-13.057293,18.2861,0.7036,192.767365,68.580078,28.893372,3.21,2.62,0.59,0.42
p1544,20.59794,7.278068,13.32,-10.780533,18.058601,0.6884,195.418457,69.00293,31.232483,2.95,2.18,0.77,0.43
p1545,24.023993,13.636073,10.39,-3.518769,17.154842,0.6827,193.03952,62.943237,29.258911,2.94,2.19,0.75,0.42
p1546,23.430473,10.155628,13.27,-9.746123,19.901751,0.7275,194.234375,72.350708,27.106934,3,2.48,0.52,0.38
p1547,18.584707,-0.119926,18.7,-11.081062,10.961136,0.7127,195.350616,70.056152,28.237,3.07,2.03,1.04,0.45
p1548,20.108974,8.218553,11.89,-8.252625,16.471178,0.6679,195.568481,66.304443,32.97168,2.91,2.56,0.35,0.41
p1549,21.926178,3.72831,18.2,-8.117498,11.845808,0.6893,195.143707,67.467712,30.412537,3.09,1.9,1.19,0.42
p1550,25.869095,14.530175,11.34,-5.281259,19.811434,0.7099,193.74936,70.476501,28.796204,2.92,2.1,0.82,0.37
p1551,8.797535,-5.328868,14.13,-17.111673,11.782805,0.7106,194.91922,73.404663,29.892639,2.94,1.82,1.12,0.45
p1552,41.218987,6.300331,34.92,-8.763847,15.064178,0.6969,208.239227,75.451172,32.820618,3.28,2.65,0.63,0.44
p1553,40.443661,5.959044,34.48,-6.012293,11.971337,0.6702,206.985198,75.028687,36.928284,2.84,2.64,0.2,0.44
p1554,50.345226,11.39524,38.95,-2.566337,13.961577,0.6759,207.587768,68.861877,33.018616,2.75,2.71,0.04,0.43
p1555,41.703091,10.689582,31.01,-6.782037,17.471619,0.7302,207.039337,78.46405,28.995178,2.97,2.16,0.81,0.4
p1556,40.168594,7.947301,32.22,-7.273868,15.221169,0.7098,207.374298,76.948303,31.459656,2.99,2.73,0.26,0.39
p1557,35.694931,4.399625,31.3,-11.701995,16.10162,0.7364,207.77713,84.535522,30.261475,2.9,2.51,0.39,0.43
p1558,43.207054,8.348286,34.86,-9.840358,18.188644,0.7297,207.901459,78.21991,28.969299,2.93,1.8,1.13,0.41
p1559,40.757202,6.42554,34.33,-12.681161,19.106701,0.7416,209.626709,83.372253,29.056763,3.11,2.05,1.06,0.42
p1560,38.090233,9.463116,28.63,-9.571676,19.034792,0.7414,209.978302,84.338379,29.418884,3.07,2.1,0.97,0.42
p1561,45.632164,14.494455,31.14,-4.37937,18.873825,0.7251,209.742279,77.4375,29.353271,3.13,2.16,0.97,0.4
p1562,37.658401,7.530353,30.13,-8.640641,16.170994,0.7179,209.566436,80.630981,31.679382,3.26,2.67,0.59,0.4
p1563,47.120361,10.598687,36.52,-7.665342,18.264029,0.726,210.640259,81.145935,30.61853,2.66,2.04,0.62,0.39
p1564,28.639027,5.621689,23.02,-11.894195,17.515884,0.7535,210.283142,94.502686,30.91156,2.96,2.66,0.3,0.4
p1565,18.148155,-9.571327,27.72,-27.228628,17.657301,0.7662,209.643554,99.645142,30.407227,3.26,2.48,0.78,0.46
p1566,31.913168,1.566114,30.35,-16.166977,17.733091,0.7443,211.260895,92.444702,31.761292,2.79,2.15,0.64,0.42
p1567,48.416508,12.498225,35.92,-5.53634,18.034565,0.7138,211.119843,78.586914,31.51001,2.89,2.53,0.36,0.41
p1568,28.896744,4.383848,24.51,-13.733767,18.117615,0.7429,210.618194,90.951416,31.478333,3.24,1.91,1.33,0.44
p1569,37.37904,8.848567,28.53,-9.346868,18.195435,0.7279,210.411286,83.770447,31.317322,3.11,2.43,0.68,0.42
p1570,39.422985,11.254035,28.17,-6.089293,17.343328,0.7104,211.501037,82.60791,33.674866,3.22,3.95,0.73,0.4
p1571,32.532505,6.190265,26.34,-12.605906,18.796171,0.7441,211.478638,91.030701,31.304138,2.81,3.18,0.37,0.42
p1572,23.307224,-1.18329,24.49,-17.656038,16.472748,0.7221,209.904297,93.399658,35.94696,3.16,2.73,0.43,0.43
p1573,31.684965,1.296716,30.39,-14.816666,16.113382,0.7064,210.400055,87.996399,36.580078,2.98,1.83,1.15,0.44
p1574,21.19578,-3.294899,24.49,-16.764315,13.469416,0.709,208.738861,92.005493,37.760132,3.42,2.58,0.84,0.42
p1575,37.364365,8.5505,28.81,-5.129112,13.679612,0.6944,210.139038,80.926392,35.611267,3.11,3.27,0.16,0.4
p1576,19.305708,-6.822167,26.13,-23.889956,17.067789,0.7464,209.206695,94.777161,32.196289,3.39,2.33,1.06,0.44
p1577,29.036758,0.056901,28.98,-14.106442,14.163343,0.6933,209.52539,85.66217,37.895813,3.32,2.44,0.88,0.41
p1578,-13.246691,-3.01491,10.23,4.946135,-7.961045,0.5398,170.758118,59.340454,50.585571,6.3,4.03,2.27,0.42
p1579,-13.554569,7.377863,20.93,15.556256,-8.178393,0.4626,170.552246,48.299805,56.099915,7.53,3.75,3.78,0.3
p1580,-16.940731,-1.91786,15.02,16.973835,-18.891695,0.4405,170.608338,46.840729,59.486572,6.99,3.46,3.53,0.32
p1581,-6.512403,10.982123,17.49,14.772044,-3.789921,0.48,170.284881,49.032745,53.12384,7.48,3.61,3.87,0.29
